Quinteto;PTS;PTSC;T2I;T2C;T3I;T3C;T1I;T1C;AST;REB;REBD;REBO;PER;ROB;TAP;TAPC;FC;FR;T2CC;T3CC;T1CC;REBDC;REBOC;+/-;Posesiones
B. MANEL - J. SIFTAR - N. KUSTURICA;30;14;18;11;7;1;6;5;7;17;13;4;7;4;3;1;1;5;4;2;0;10;6;16;30.63
J. BOUMTJE BOUMTJE - J. SIFTAR - N. KUSTURICA;107;66;55;32;35;9;24;16;25;66;42;24;21;12;8;0;14;33;20;6;8;27;18;41;97.55000000000001
J. BOUMTJE BOUMTJE - J. SIFTAR - O. FILBA GONZALEZ;88;68;56;32;29;5;14;9;21;61;37;24;23;11;7;1;17;26;17;7;13;27;19;20;90.14999999999999
J. SIFTAR - N. KUSTURICA - O. FILBA GONZALEZ;87;55;50;30;27;5;17;12;18;56;35;21;18;12;8;0;13;23;15;6;7;25;16;32;81.47
J. SIFTAR - N. KUSTURICA - P. CRUZ URBANEJA;52;29;21;14;13;5;13;9;14;23;17;6;9;4;2;1;3;10;11;2;1;8;6;23;42.72
N. KUSTURICA - O. FILBA GONZALEZ - P. CRUZ URBANEJA;28;15;11;6;13;5;3;1;7;16;9;7;3;0;1;0;7;4;4;2;1;7;4;13;21.32
J. CERDAN PALACIOS - J. SIFTAR - N. KUSTURICA;76;44;33;25;21;5;15;11;17;36;21;15;15;8;3;1;3;9;14;4;4;11;5;32;60.6
C. GAYE - D. FERRERAS CAMARERO - P. CRUZ URBANEJA;22;20;15;8;6;1;5;3;6;12;5;7;5;3;0;0;3;6;7;2;0;5;3;2;21.2
C. GAYE - E. DESTOM ALGER - J. SIFTAR;5;0;5;1;2;1;0;0;1;3;1;2;1;1;0;0;0;0;0;0;0;2;0;5;6.0
C. GAYE - J. SIFTAR - P. CRUZ URBANEJA;31;26;15;8;6;3;9;6;10;14;9;5;9;5;1;0;3;6;11;1;1;6;8;5;28.96
D. FERRERAS CAMARERO - E. DESTOM ALGER - J. SIFTAR;18;8;9;6;4;2;0;0;1;5;2;3;0;5;1;0;1;2;4;0;0;2;2;10;10.0
D. FERRERAS CAMARERO - E. DESTOM ALGER - P. CRUZ URBANEJA;18;8;9;6;4;2;0;0;1;5;2;3;0;5;1;0;1;2;4;0;0;2;2;10;10.0
C. GAYE - D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE;21;31;17;9;4;0;8;3;7;20;12;8;13;1;3;2;8;8;10;1;8;5;10;-10;29.509999999999998
C. GAYE - D. FERRERAS CAMARERO - O. FILBA GONZALEZ;21;40;18;8;5;1;5;2;6;20;13;7;13;0;3;2;12;7;12;2;10;6;9;-19;31.189999999999998
C. GAYE - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ;47;31;30;21;7;0;12;5;12;30;21;9;6;7;4;0;8;9;11;2;3;7;8;16;39.269999999999996
C. GAYE - J. BOUMTJE BOUMTJE - O. FILBA GONZALEZ;64;59;47;26;14;2;13;6;17;51;32;19;18;5;7;2;22;21;18;3;14;16;16;5;65.71
C. GAYE - J. MARTIN LOPEZ - O. FILBA GONZALEZ;32;24;19;13;5;1;8;3;9;20;14;6;5;2;3;0;9;5;9;1;3;5;7;8;26.509999999999998
C. GAYE - J. BOUMTJE BOUMTJE - J. SIFTAR;58;46;33;18;15;5;12;7;17;42;26;16;20;5;4;1;15;22;15;2;10;11;12;12;57.28
C. GAYE - J. SIFTAR - O. FILBA GONZALEZ;46;47;32;17;13;3;5;3;10;38;23;15;17;4;5;1;18;15;12;4;11;11;10;-1;49.2
C. GAYE - J. BOUMTJE BOUMTJE - P. CRUZ URBANEJA;39;22;13;11;7;3;13;8;10;16;12;4;6;5;1;0;2;9;9;1;1;2;5;17;27.72
C. GAYE - D. FERRERAS CAMARERO - N. KUSTURICA;2;4;1;0;1;0;2;2;0;1;1;0;0;0;0;1;1;1;1;0;2;2;1;-2;2.88
C. GAYE - J. BOUMTJE BOUMTJE - N. KUSTURICA;86;54;46;29;19;5;20;13;21;51;35;16;12;10;5;1;17;24;18;3;9;16;12;32;69.8
C. GAYE - N. KUSTURICA - O. FILBA GONZALEZ;61;41;36;22;15;3;12;8;13;40;26;14;10;6;5;1;17;16;12;3;8;14;10;20;52.28
C. GAYE - J. MARTIN LOPEZ - J. SIFTAR;14;4;7;4;8;2;0;0;5;6;3;3;6;3;0;0;3;3;1;0;2;5;1;10;18.0
D. FERRERAS CAMARERO - J. MARTIN LOPEZ - J. SIFTAR;3;0;0;0;3;1;0;0;1;1;1;0;0;1;0;0;2;1;0;0;0;2;1;3;3.0
J. CERDAN PALACIOS - J. MARTIN LOPEZ - J. SIFTAR;9;4;4;3;5;1;0;0;3;3;1;2;4;2;0;0;3;2;1;0;2;3;1;5;11.0
C. GAYE - J. CERDAN PALACIOS - O. FILBA GONZALEZ;16;18;6;4;5;2;2;2;2;8;6;2;5;1;1;0;6;1;5;2;2;2;2;-2;14.879999999999999
C. GAYE - O. FILBA GONZALEZ - P. CRUZ URBANEJA;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;-2;2.0
C. GAYE - J. SIFTAR - N. KUSTURICA;70;41;39;22;20;6;10;8;19;44;28;16;20;9;6;0;14;19;14;2;7;15;11;29;67.4
E. DESTOM ALGER - J. MARTIN LOPEZ - J. SIFTAR;3;0;1;0;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;4.0
E. DESTOM ALGER - J. SIFTAR - N. KUSTURICA;6;2;3;1;3;1;2;1;1;1;1;0;1;0;0;0;0;1;1;0;0;2;0;4;7.88
J. MARTIN LOPEZ - J. SIFTAR - N. KUSTURICA;11;4;7;4;5;1;0;0;4;5;2;3;6;2;0;0;1;2;1;0;2;3;0;7;15.0
C. GAYE - N. KUSTURICA - P. CRUZ URBANEJA;38;22;14;10;7;3;12;9;10;15;12;3;5;7;2;0;2;7;9;1;1;4;6;16;28.279999999999998
J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - J. SIFTAR;2;0;2;1;1;0;0;0;1;3;2;1;1;1;0;0;0;1;0;0;0;1;0;2;3.0
C. GAYE - J. CERDAN PALACIOS - N. KUSTURICA;21;13;9;7;6;1;4;4;5;8;4;4;8;5;2;0;3;1;4;1;2;3;4;8;20.76
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - J. SIFTAR;55;36;22;14;23;7;11;6;11;34;21;13;8;2;1;0;4;9;11;3;5;13;5;19;44.83
D. FERRERAS CAMARERO - J. SIFTAR - N. KUSTURICA;11;9;8;5;4;0;3;1;3;4;3;1;2;3;0;0;2;3;1;2;1;7;4;2;14.32
E. DESTOM ALGER - J. CERDAN PALACIOS - O. FILBA GONZALEZ;6;0;2;1;3;1;2;1;1;5;3;2;0;1;0;0;1;1;0;0;0;2;1;6;3.88
J. SIFTAR - O. FILBA GONZALEZ - P. CRUZ URBANEJA;2;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;2;1.0
